"areaCode","areaName","areaType","date","cumCasesByPublishDate","cumPillarOneTwoTestsByPublishDate","newCasesByPublishDate","newPillarOneTwoTestsByPublishDate"
"E92000001","England","nation","2020-05-01",121006,615137,2501,33408
"E92000001","England","nation","2020-04-30",118343,581729,2484,34807
"E92000001","England","nation","2020-04-29",115859,546922,1403,27283
"E92000001","England","nation","2020-04-28",114456,519639,1989,19526
"E92000001","England","nation","2020-04-27",112467,500112,2264,13097
"E92000001","England","nation","2020-04-26",110203,486902,2152,14699
"E92000001","England","nation","2020-04-25",108051,472203,2826,14835
"E92000001","England","nation","2020-04-24",105225,457368,3004,17489
"E92000001","England","nation","2020-04-23",102221,439878,3084,16947
"E92000001","England","nation","2020-04-22",99137,422928,3020,16233
"E92000001","England","nation","2020-04-21",96117,406694,3087,16444
"E92000001","England","nation","2020-04-20",93030,390250,2401,12542
"E92000001","England","nation","2020-04-19",90629,377628,3607,11284
"E92000001","England","nation","2020-04-18",87022,366344,3548,13849
"E92000001","England","nation","2020-04-17",83474,352495,3985,14618
"E92000001","England","nation","2020-04-16",79489,337819,3118,15517
"E92000001","England","nation","2020-04-15",76371,322288,3188,13704
"E92000001","England","nation","2020-04-14",73183,308516,3854,11637
"E92000001","England","nation","2020-04-13",69329,296607,2999,10033
"E92000001","England","nation","2020-04-12",66330,286573,3672,10374
"E92000001","England","nation","2020-04-11",62658,276199,3841,12540
"E92000001","England","nation","2020-04-10",58817,263659,4263,13400
"E92000001","England","nation","2020-04-09",54554,250212,3798,14543
"E92000001","England","nation","2020-04-08",50756,235759,4788,13529
"E92000001","England","nation","2020-04-07",45968,222230,2978,10917
"E92000001","England","nation","2020-04-06",42990,211313,3176,11065
"E92000001","England","nation","2020-04-05",39814,199616,5107,9747
"E92000001","England","nation","2020-04-04",34707,189869,2910,11085
"E92000001","England","nation","2020-04-03",31797,178784,3576,10984
"E92000001","England","nation","2020-04-02",28221,167171,3583,11764
"E92000001","England","nation","2020-04-01",24638,153915,3630,10314
"E92000001","England","nation","2020-03-31",21008,143601,2414,10412
"E92000001","England","nation","2020-03-30",18594,NA,2107,NA
"E92000001","England","nation","2020-03-29",16487,NA,2060,NA
"E92000001","England","nation","2020-03-28",14427,NA,2139,NA
"E92000001","England","nation","2020-03-27",12288,NA,2506,NA
"E92000001","England","nation","2020-03-26",9782,NA,1809,NA
"E92000001","England","nation","2020-03-25",7973,NA,1130,NA
"E92000001","England","nation","2020-03-24",6843,NA,1258,NA
"E92000001","England","nation","2020-03-23",5585,NA,793,NA
"E92000001","England","nation","2020-03-22",4792,NA,535,NA
"E92000001","England","nation","2020-03-21",4257,NA,873,NA
"E92000001","England","nation","2020-03-20",3384,NA,628,NA
"E92000001","England","nation","2020-03-19",2756,NA,574,NA
"E92000001","England","nation","2020-03-18",2182,NA,625,NA
"E92000001","England","nation","2020-03-17",1557,NA,361,NA
"E92000001","England","nation","2020-03-16",1196,NA,97,NA
"E92000001","England","nation","2020-03-15",1099,NA,253,NA
"E92000001","England","nation","2020-03-14",846,NA,201,NA
"E92000001","England","nation","2020-03-13",645,NA,159,NA
"E92000001","England","nation","2020-03-12",486,NA,99,NA
"E92000001","England","nation","2020-03-11",387,NA,63,NA
"E92000001","England","nation","2020-03-10",324,NA,46,NA
"E92000001","England","nation","2020-03-09",282,NA,40,NA
"E92000001","England","nation","2020-03-08",241,NA,58,NA
"E92000001","England","nation","2020-03-07",183,NA,39,NA
"E92000001","England","nation","2020-03-06",144,NA,39,NA
"E92000001","England","nation","2020-03-05",105,NA,25,NA
"E92000001","England","nation","2020-03-04",80,NA,32,NA
"E92000001","England","nation","2020-03-03",48,NA,11,NA
"E92000001","England","nation","2020-03-02",37,NA,4,NA
"E92000001","England","nation","2020-03-01",33,NA,12,NA
"E92000001","England","nation","2020-02-29",21,NA,3,NA
"E92000001","England","nation","2020-02-28",18,NA,5,NA
"E92000001","England","nation","2020-02-27",13,NA,0,NA
"E92000001","England","nation","2020-02-26",13,NA,0,NA
"E92000001","England","nation","2020-02-25",13,NA,0,NA
"E92000001","England","nation","2020-02-24",13,NA,4,NA
"E92000001","England","nation","2020-02-23",9,NA,0,NA
"E92000001","England","nation","2020-02-22",9,NA,0,NA
"E92000001","England","nation","2020-02-21",9,NA,0,NA
"E92000001","England","nation","2020-02-20",9,NA,0,NA
"E92000001","England","nation","2020-02-19",9,NA,0,NA
"E92000001","England","nation","2020-02-18",9,NA,0,NA
"E92000001","England","nation","2020-02-17",9,NA,0,NA
"E92000001","England","nation","2020-02-16",9,NA,0,NA
"E92000001","England","nation","2020-02-15",9,NA,0,NA
"E92000001","England","nation","2020-02-14",9,NA,0,NA
"E92000001","England","nation","2020-02-13",9,NA,1,NA
"E92000001","England","nation","2020-02-12",8,NA,0,NA
"E92000001","England","nation","2020-02-11",8,NA,0,NA
"E92000001","England","nation","2020-02-10",8,NA,4,NA
"E92000001","England","nation","2020-02-09",4,NA,1,NA
"E92000001","England","nation","2020-02-08",3,NA,0,NA
"E92000001","England","nation","2020-02-07",3,NA,0,NA
"E92000001","England","nation","2020-02-06",3,NA,1,NA
"E92000001","England","nation","2020-02-05",2,NA,0,NA
"E92000001","England","nation","2020-02-04",2,NA,0,NA
"E92000001","England","nation","2020-02-03",2,NA,0,NA
"E92000001","England","nation","2020-02-02",2,NA,0,NA
"E92000001","England","nation","2020-02-01",2,NA,0,NA
"E92000001","England","nation","2020-01-31",2,NA,2,NA
