"state","date","Negative","Positive","Inconclusive","positiveIncrease","negativeIncrease"
"DC",2020-12-07,7293,357,3,183,0
"DC",2020-12-08,8160,387,5,270,0
"DC",2020-12-09,8205,456,16,265,0
"DC",2020-12-10,9550,386,8,244,0
"DC",2020-12-11,8614,354,6,259,0
"DC",2020-12-12,7398,334,9,286,0
"DC",2020-12-13,6513,362,4,231,0
"DC",2020-12-14,5962,315,4,164,0
"DC",2020-12-15,7149,372,7,301,0
"DC",2020-12-16,8662,379,5,263,0
"DC",2020-12-17,9655,386,13,228,0
"DC",2020-12-18,9441,362,14,274,0
"DC",2020-12-19,9340,348,4,238,0
"DC",2020-12-20,5543,235,3,259,0
"DC",2020-12-21,8349,364,9,139,0
"DC",2020-12-22,6366,288,6,160,0
"DC",2020-12-23,10488,426,9,326,0
"DC",2020-12-24,9395,387,10,210,0
"DC",2020-12-25,7810,381,8,0,0
"DC",2020-12-26,4649,285,8,274,0
"DC",2020-12-27,3051,263,2,492,0
"DC",2020-12-28,3998,240,1,140,0
"DC",2020-12-29,6348,423,4,193,0
"DC",2020-12-30,6110,364,9,223,0
"DC",2020-12-31,7874,425,9,225,0
"DC",2021-01-01,6071,379,8,269,0
"DC",2021-01-02,5691,327,2,257,0
"DC",2021-01-03,3703,248,4,255,0
"DC",2021-01-04,6433,370,5,140,0
"DC",2021-01-05,7209,482,3,262,0
"DC",2021-01-06,8524,495,6,316,0
"DC",2021-01-07,7784,497,3,268,0
"DC",2021-01-08,8088,440,4,357,0
"DC",2021-01-09,7609,465,2,350,0
"DC",2021-01-10,5582,377,17,334,0
"DC",2021-01-11,4957,326,16,202,0
"DC",2021-01-12,8389,426,8,430,0
"DC",2021-01-13,8546,362,5,177,0
"DC",2021-01-14,11840,511,9,220,0
"DC",2021-01-15,11013,507,7,320,0
"DC",2021-01-16,8437,390,9,397,0
"DC",2021-01-17,6186,300,6,314,0
"DC",2021-01-18,6341,194,2,182,0
"DC",2021-01-19,6773,306,4,226,0
"DC",2021-01-20,6422,322,5,144,0
"DC",2021-01-21,5072,262,4,209,0
"DC",2021-01-22,9090,463,13,293,0
"DC",2021-01-23,7890,324,17,172,0
"DC",2021-01-24,4511,213,7,224,0
"DC",2021-01-25,3821,193,1,204,0
"DC",2021-01-26,6621,295,3,195,0
"DC",2021-01-27,10120,426,10,165,0
"DC",2021-01-28,8973,353,9,267,0
"DC",2021-01-29,9026,265,8,282,0
"DC",2021-01-30,6782,262,9,248,0
"DC",2021-01-31,3693,173,3,210,0
"DC",2021-02-01,2241,96,2,136,0
"DC",2021-02-02,4953,238,2,130,0
"DC",2021-02-03,5893,257,5,61,0
"DC",2021-02-04,7864,335,12,166,0
"DC",2021-02-05,8462,290,6,269,0
"DC",2021-02-06,5709,188,7,243,0
"DC",2021-02-07,3414,182,1,158,0
"DC",2021-02-08,3946,123,1,101,0
"DC",2021-02-09,7051,229,4,145,0
"DC",2021-02-10,8063,214,13,67,0
"DC",2021-02-11,8372,237,3,185,0
"DC",2021-02-12,6701,197,9,137,0
"DC",2021-02-13,6067,188,9,126,0
"DC",2021-02-14,2767,171,9,122,0
"DC",2021-02-15,2055,122,0,83,0
"DC",2021-02-16,4298,141,3,130,0
"DC",2021-02-17,8591,277,16,49,0
"DC",2021-02-18,5538,180,3,121,0
"DC",2021-02-19,5363,165,2,160,0
"DC",2021-02-20,5999,209,3,92,0
"DC",2021-02-21,2794,140,2,95,0
"DC",2021-02-22,2954,110,0,107,0
"DC",2021-02-23,7614,229,6,89,0
"DC",2021-02-24,7344,218,6,99,0
"DC",2021-02-25,7599,195,4,179,0
"DC",2021-02-26,8796,189,12,162,0
"DC",2021-02-27,5922,181,5,194,0
"DC",2021-02-28,2602,130,1,120,0
"DC",2021-03-01,3270,118,1,86,0
"DC",2021-03-02,7568,180,4,83,0
"DC",2021-03-03,8266,187,2,51,0
"DC",2021-03-04,7262,153,5,196,0
"DC",2021-03-05,7752,219,6,108,0
"DC",2021-03-06,4948,163,4,151,0
"DC",2021-03-07,2702,111,0,146,0
"DC",2021-03-08,2909,92,2,NA,NA
"DC",2021-03-09,7625,157,6,NA,NA
"DC",2021-03-10,7844,173,4,NA,NA
"DC",2021-03-11,7788,212,7,NA,NA
"DC",2021-03-12,8107,174,5,NA,NA
"DC",2021-03-13,5467,189,4,NA,NA
"DC",2021-03-14,2349,117,1,NA,NA
"DC",2021-03-15,3338,88,2,NA,NA
"DC",2021-03-16,7404,159,7,NA,NA
"DC",2021-03-17,6743,160,6,NA,NA
"DC",2021-03-18,6728,170,1,NA,NA
"DC",2021-03-19,8331,211,6,NA,NA
"DC",2021-03-20,4655,148,5,NA,NA
"DC",2021-03-21,2569,110,0,NA,NA
"DC",2021-03-22,3426,99,4,NA,NA
"DC",2021-03-23,7169,195,4,NA,NA
"DC",2021-03-24,8530,213,6,NA,NA
"DC",2021-03-25,8084,207,7,NA,NA
"DC",2021-03-26,7760,178,10,NA,NA
"DC",2021-03-27,5552,173,7,NA,NA
"DC",2021-03-28,2693,159,3,NA,NA
"DC",2021-03-29,3653,131,4,NA,NA
"DC",2021-03-30,7254,182,9,NA,NA
"DC",2021-03-31,7958,178,7,NA,NA
"DC",2021-04-01,7260,179,12,NA,NA
"DC",2021-04-02,7543,229,8,NA,NA
"DC",2021-04-03,4799,145,14,NA,NA
"DC",2021-04-04,1946,94,4,NA,NA
"DC",2021-04-05,3466,108,2,NA,NA
"DC",2021-04-06,7799,197,0,NA,NA
"DC",2021-04-07,8620,188,2,NA,NA
"DC",2021-04-08,8685,228,9,NA,NA
"DC",2021-04-09,8387,189,6,NA,NA
"DC",2021-04-10,5789,193,6,NA,NA
"DC",2021-04-11,2246,114,0,NA,NA
"DC",2021-04-12,4203,117,9,NA,NA
"DC",2021-04-13,6446,180,7,NA,NA
"DC",2021-04-14,6594,157,7,NA,NA
"DC",2021-04-15,6862,164,7,NA,NA
"DC",2021-04-16,6700,154,4,NA,NA
"DC",2021-04-17,4400,148,2,NA,NA
"DC",2021-04-18,3044,125,0,NA,NA
"DC",2021-04-19,3856,90,2,NA,NA
"DC",2021-04-20,7109,125,4,NA,NA
"DC",2021-04-21,7602,131,3,NA,NA
"DC",2021-04-22,5892,125,4,NA,NA
"DC",2021-04-23,7455,139,3,NA,NA
"DC",2021-04-24,4732,117,3,NA,NA
"DC",2021-04-25,2729,100,4,NA,NA
"DC",2021-04-26,3278,63,1,NA,NA
"DC",2021-04-27,7130,124,1,NA,NA
"DC",2021-04-28,6969,132,1,NA,NA
"DC",2021-04-29,6782,124,3,NA,NA
"DC",2021-04-30,6313,92,1,NA,NA
"DC",2021-05-01,3935,98,2,NA,NA
"DC",2021-05-02,1891,74,4,NA,NA
"DC",2021-05-03,2890,76,0,NA,NA
"DC",2021-05-04,6154,71,4,NA,NA
"DC",2021-05-05,5829,84,4,NA,NA
"DC",2021-05-06,5296,69,6,NA,NA
"DC",2021-05-07,5594,42,5,NA,NA
"DC",2021-05-08,3406,39,0,NA,NA
"DC",2021-05-09,2589,71,1,NA,NA
"DC",2021-05-10,3242,45,3,NA,NA
"DC",2021-05-11,5854,86,3,NA,NA
"DC",2021-05-12,6409,75,4,NA,NA
"DC",2021-05-13,5222,80,2,NA,NA
"DC",2021-05-14,5673,56,1,NA,NA
"DC",2021-05-15,3453,66,4,NA,NA
"DC",2021-05-16,2021,34,0,NA,NA
"DC",2021-05-17,2996,25,3,NA,NA
"DC",2021-05-18,4990,44,0,NA,NA
"DC",2021-05-19,6165,47,2,NA,NA
"DC",2021-05-20,4913,49,0,NA,NA
"DC",2021-05-21,5520,44,2,NA,NA
"DC",2021-05-22,3997,46,4,NA,NA
"DC",2021-05-23,1673,30,3,NA,NA
"DC",2021-05-24,2794,31,0,NA,NA
"DC",2021-05-25,5294,46,4,NA,NA
"DC",2021-05-26,5335,53,1,NA,NA
"DC",2021-05-27,3977,28,5,NA,NA
"DC",2021-05-28,4046,32,2,NA,NA
"DC",2021-05-29,3314,39,0,NA,NA
"DC",2021-05-30,1703,30,0,NA,NA
"DC",2021-05-31,1305,24,3,NA,NA
"DC",2021-06-01,2736,15,0,NA,NA
"DC",2021-06-02,5748,44,2,NA,NA
"DC",2021-06-03,4510,28,1,NA,NA
"DC",2021-06-04,4618,25,3,NA,NA
"DC",2021-06-05,3174,21,3,NA,NA
"DC",2021-06-06,1847,12,1,NA,NA
"DC",2021-06-07,2531,11,0,NA,NA
"DC",2021-06-08,4565,27,3,NA,NA
"DC",2021-06-09,4289,26,1,NA,NA
"DC",2021-06-10,4007,27,2,NA,NA
"DC",2021-06-11,3791,20,2,NA,NA
"DC",2021-06-12,2735,16,0,NA,NA
"DC",2021-06-13,1632,15,1,NA,NA
"DC",2021-06-14,2802,23,1,NA,NA
"DC",2021-06-15,4847,16,1,NA,NA
"DC",2021-06-16,4081,12,4,NA,NA
"DC",2021-06-17,4041,14,1,NA,NA
"DC",2021-06-18,3687,13,0,NA,NA
"DC",2021-06-19,2103,12,3,NA,NA
"DC",2021-06-20,1787,10,2,NA,NA
"DC",2021-06-21,2322,9,3,NA,NA
"DC",2021-06-22,3825,11,1,NA,NA
"DE",2020-03-02,2,NA,NA,NA,NA
"DE",2020-03-03,0,NA,NA,NA,NA
"DE",2020-03-04,0,NA,NA,NA,NA
"DE",2020-03-05,0,NA,NA,NA,NA
"DE",2020-03-06,2,NA,NA,0,0
"DE",2020-03-07,0,NA,NA,0,0
"DE",2020-03-08,2,NA,NA,0,0
"DE",2020-03-09,2,NA,NA,0,5
"DE",2020-03-10,7,NA,NA,0,2
"DE",2020-03-11,9,NA,NA,1,0
"DE",2020-03-12,32,NA,NA,3,6
"DE",2020-03-13,59,NA,NA,0,7
"DE",2020-03-14,229,1,NA,2,6
"DE",2020-03-15,66,0,NA,0,0
"DE",2020-03-16,466,10,NA,2,0
"DE",2020-03-17,300,5,NA,8,0
"DE",2020-03-18,180,5,NA,9,0
"DE",2020-03-19,335,10,NA,5,0
"DE",2020-03-20,366,6,NA,8,0
"DE",2020-03-21,239,26,NA,7,0
"DE",2020-03-22,350,14,NA,11,0
"DE",2020-03-23,407,12,NA,12,0
"DE",2020-03-24,408,7,1,23,0
"DE",2020-03-25,388,44,0,24,0
"DE",2020-03-26,439,38,0,15,0
"DE",2020-03-27,481,61,0,33,0
"DE",2020-03-28,410,48,0,51,0
"DE",2020-03-29,528,61,0,18,0
"DE",2020-03-30,459,84,0,32,2180
"DE",2020-03-31,503,67,1,55,1480
"DE",2020-04-01,1047,161,4,49,319
"DE",2020-04-02,901,169,0,25,551
"DE",2020-04-03,1031,218,2,57,429
"DE",2020-04-04,711,151,0,143,879
"DE",2020-04-05,567,95,0,80,447
"DE",2020-04-06,971,249,2,0,0
"DE",2020-04-07,688,182,0,255,1307
"DE",2020-04-08,540,123,0,0,0
"DE",2020-04-09,902,229,1,279,1055
"DE",2020-04-10,535,150,0,119,1732
"DE",2020-04-11,378,175,0,153,-791
"DE",2020-04-12,374,118,0,0,0
"DE",2020-04-13,533,231,0,146,571
"DE",2020-04-14,547,171,0,136,348
"DE",2020-04-15,640,333,0,253,545
"DE",2020-04-16,595,210,1,61,187
"DE",2020-04-17,582,360,2,248,419
"DE",2020-04-18,473,226,1,0,0
"DE",2020-04-19,260,125,2,215,562
"DE",2020-04-20,726,381,1,207,252
"DE",2020-04-21,555,220,4,186,427
"DE",2020-04-22,904,332,3,269,418
"DE",2020-04-23,892,370,7,108,251
"DE",2020-04-24,734,314,3,134,333
"DE",2020-04-25,481,216,1,134,185
"DE",2020-04-26,643,158,1,458,1093
"DE",2020-04-27,694,210,2,128,239
"DE",2020-04-28,579,176,0,413,1151
"DE",2020-04-29,725,216,5,80,278
"DE",2020-04-30,932,250,5,79,203
"DE",2020-05-01,943,249,7,184,581
"DE",2020-05-02,664,172,2,120,407
"DE",2020-05-03,904,237,3,170,455
"DE",2020-05-04,1110,271,11,80,293
"DE",2020-05-05,1527,194,2,83,487
"DE",2020-05-06,1856,198,8,407,1381
"DE",2020-05-07,1807,154,5,161,697
"DE",2020-05-08,1406,225,2,172,766
"DE",2020-05-09,833,112,2,166,866
"DE",2020-05-10,618,91,0,170,1573
"DE",2020-05-11,1014,175,2,118,771
"DE",2020-05-12,1099,167,2,176,1187
"DE",2020-05-13,1093,132,4,211,1251
"DE",2020-05-14,2771,275,9,271,1833
"DE",2020-05-15,1896,226,3,150,1271
"DE",2020-05-16,936,94,8,174,1306
"DE",2020-05-17,708,108,1,123,984
"DE",2020-05-18,1168,130,6,199,1394
"DE",2020-05-19,977,159,2,168,1506
"DE",2020-05-20,1187,164,6,157,1123
"DE",2020-05-21,2121,181,6,192,1938
"DE",2020-05-22,1014,111,1,143,1301
"DE",2020-05-23,964,129,4,161,1387
"DE",2020-05-24,1736,133,2,119,1217
"DE",2020-05-25,603,74,1,156,1870
"DE",2020-05-26,1099,145,2,101,917
"DE",2020-05-27,2475,171,6,30,477
"DE",2020-05-28,2033,177,3,75,1305
"DE",2020-05-29,1609,113,4,65,667
"DE",2020-05-30,797,84,2,186,1610
"DE",2020-05-31,411,60,0,76,1266
"DE",2020-06-01,1251,102,0,107,1669
"DE",2020-06-02,1758,86,7,80,1535
"DE",2020-06-03,1788,96,5,27,831
"DE",2020-06-04,870,93,8,34,955
"DE",2020-06-05,1014,86,3,27,793
"DE",2020-06-06,805,67,1,72,834
"DE",2020-06-07,2004,79,2,97,1265
"DE",2020-06-08,1532,53,3,30,920
"DE",2020-06-09,1631,76,2,48,758
"DE",2020-06-10,2373,83,2,36,956
"DE",2020-06-11,3181,105,2,50,2238
"DE",2020-06-12,2909,72,2,67,3594
"DE",2020-06-13,2672,50,0,56,2349
"DE",2020-06-14,2575,67,1,35,1653
"DE",2020-06-15,999,40,5,76,2823
"DE",2020-06-16,1400,64,6,63,1325
"DE",2020-06-17,4759,111,2,41,472
"DE",2020-06-18,2793,60,0,55,2042
"DE",2020-06-19,2770,72,0,112,1638
"DE",2020-06-20,3315,104,2,70,1912
"DE",2020-06-21,2216,79,2,94,2464
"DE",2020-06-22,1136,50,11,45,1704
"DE",2020-06-23,2149,88,2,27,786
"DE",2020-06-24,4897,166,4,42,623
"DE",2020-06-25,3070,97,0,91,2700
"DE",2020-06-26,4449,150,1,37,1071
"DE",2020-06-27,3087,200,6,74,2088
"DE",2020-06-28,3837,161,2,135,1949
"DE",2020-06-29,1436,106,0,150,3435
"DE",2020-06-30,2323,98,2,98,852
"DE",2020-07-01,7756,316,4,36,467
"DE",2020-07-02,4556,242,9,221,3313
"DE",2020-07-03,4079,146,4,192,3233
"DE",2020-07-04,5705,208,10,73,2277
"DE",2020-07-05,1150,201,0,132,3116
"DE",2020-07-06,1955,119,1,165,3073
"DE",2020-07-07,2688,196,4,121,1385
"DE",2020-07-08,4753,270,5,48,301
"DE",2020-07-09,3927,215,3,69,1102
"DE",2020-07-10,2471,105,3,121,2382
"DE",2020-07-11,2206,85,2,91,1316
"DE",2020-07-12,3667,117,1,61,3233
"DE",2020-07-13,2028,133,5,75,1879
"DE",2020-07-14,3097,131,7,90,2147
"DE",2020-07-15,5258,180,6,81,1707
"DE",2020-07-16,3817,136,8,64,1418
"DE",2020-07-17,4626,149,7,223,3517
"DE",2020-07-18,3972,105,13,92,2055
"DE",2020-07-19,3174,118,4,90,2148
"DE",2020-07-20,2079,98,15,0,0
"DE",2020-07-21,2738,97,8,227,5125
"DE",2020-07-22,2878,116,4,46,1040
"DE",2020-07-23,2604,104,6,132,2786
"DE",2020-07-24,2985,107,7,278,1697
"DE",2020-07-25,3538,78,3,-27,2623
"DE",2020-07-26,3039,105,10,115,2956
"DE",2020-07-27,1701,95,6,116,2950
"DE",2020-07-28,1757,63,8,70,1494
"DE",2020-07-29,5006,162,10,126,2267
"DE",2020-07-30,3002,129,6,87,1760
"DE",2020-07-31,3548,88,6,99,2085
"DE",2020-08-01,2738,90,8,89,1760
"DE",2020-08-02,3210,99,5,72,1943
"DE",2020-08-03,1507,63,7,106,2642
"DE",2020-08-04,2790,62,12,82,1567
"DE",2020-08-05,3775,93,3,159,1233
"DE",2020-08-06,2312,44,4,69,1934
"DE",2020-08-07,3831,91,11,80,2001
"DE",2020-08-08,2623,57,5,57,1053
"DE",2020-08-09,3186,84,4,73,2152
"DE",2020-08-10,2019,79,6,59,2494
"DE",2020-08-11,2616,96,5,65,1463
"DE",2020-08-12,3860,101,1,0,0
"DE",2020-08-13,2850,89,1,268,3160
"DE",2020-08-14,2707,77,7,373,1474
"DE",2020-08-15,3259,77,3,56,1230
"DE",2020-08-16,2850,84,1,55,1569
"DE",2020-08-17,2158,52,2,85,2168
"DE",2020-08-18,1707,66,3,57,1150
"DE",2020-08-19,3397,77,5,50,974
"DE",2020-08-20,3380,76,2,75,2012
"DE",2020-08-21,4159,109,5,52,1000
"DE",2020-08-22,1293,30,4,58,1810
"DE",2020-08-23,2539,66,1,67,1902
"DE",2020-08-24,3428,108,2,47,1609
"DE",2020-08-25,3395,82,2,20,1807
"DE",2020-08-26,5435,108,4,24,1743
"DE",2020-08-27,4868,74,4,-10,974
"DE",2020-08-28,2910,97,9,107,2875
"DE",2020-08-29,3112,79,2,266,1577
"DE",2020-08-30,4358,87,2,-6,1783
"DE",2020-08-31,2713,99,4,86,2102
"DE",2020-09-01,3212,131,7,106,1468
"DE",2020-09-02,4291,110,15,14,2093
"DE",2020-09-03,2690,80,1,104,3914
"DE",2020-09-04,5241,145,2,99,1995
"DE",2020-09-05,2594,82,4,140,1850
"DE",2020-09-06,2605,67,2,151,2000
"DE",2020-09-07,1450,55,9,206,1613
"DE",2020-09-08,3032,121,1,59,1309
"DE",2020-09-09,2787,112,3,0,0
"DE",2020-09-10,3889,128,3,158,2570
"DE",2020-09-11,5508,129,1,0,0
"DE",2020-09-12,2757,95,2,260,2627
"DE",2020-09-13,2375,66,4,123,1588
"DE",2020-09-14,3980,128,5,88,1120
"DE",2020-09-15,3287,106,4,200,1455
"DE",2020-09-16,3408,111,4,97,1649
"DE",2020-09-17,4021,89,3,84,1179
"DE",2020-09-18,3694,94,5,48,1422
"DE",2020-09-19,3523,107,2,83,990
"DE",2020-09-20,1960,74,1,117,1593
"DE",2020-09-21,2133,44,2,101,1691
"DE",2020-09-22,2263,56,4,94,1530
"DE",2020-09-23,3793,104,3,69,1138
"DE",2020-09-24,7393,204,2,117,1755
"DE",2020-09-25,5542,151,2,138,1320
"DE",2020-09-26,3758,130,2,71,954
"DE",2020-09-27,2658,116,3,104,1521
"DE",2020-09-28,3824,143,3,129,1662
"DE",2020-09-29,2830,126,1,142,1531
"DE",2020-09-30,5392,148,0,82,992
"DE",2020-10-01,6451,153,3,174,1481
"DE",2020-10-02,6647,186,0,150,1916
"DE",2020-10-03,4382,144,5,188,1987
"DE",2020-10-04,3529,118,1,118,1513
"DE",2020-10-05,4766,133,2,120,1626
"DE",2020-10-06,4883,176,3,103,1575
"DE",2020-10-07,7933,159,1,84,1576
"DE",2020-10-08,10553,257,2,132,2197
"DE",2020-10-09,8043,191,1,145,2720
"DE",2020-10-10,6157,155,0,171,3107
"DE",2020-10-11,4475,172,0,132,2793
"DE",2020-10-12,3511,88,1,159,3552
"DE",2020-10-13,4454,155,2,105,1366
"DE",2020-10-14,7529,180,1,71,1000
"DE",2020-10-15,7391,194,2,95,1715
"DE",2020-10-16,7694,214,0,164,2345
"DE",2020-10-17,3238,75,7,218,3109
"DE",2020-10-18,3787,150,1,151,2676
"DE",2020-10-19,3906,120,5,103,1619
"DE",2020-10-20,4169,142,3,129,1579
"DE",2020-10-21,7257,192,0,50,704
"DE",2020-10-22,6696,180,8,153,1426
"DE",2020-10-23,7933,232,1,159,1894
"DE",2020-10-24,4357,163,0,160,2004
"DE",2020-10-25,3193,130,0,114,1951
"DE",2020-10-26,4173,117,1,207,2523
"DE",2020-10-27,5492,193,1,81,989
"DE",2020-10-28,6389,237,2,143,1655
"DE",2020-10-29,6629,229,4,161,1323
"DE",2020-10-30,6274,233,4,198,1906
"DE",2020-10-31,4188,171,0,200,2001
"DE",2020-11-01,2280,122,0,175,1445
"DE",2020-11-02,3190,165,5,185,2137
"DE",2020-11-03,4739,221,0,115,882
"DE",2020-11-04,7172,313,2,108,889
"DE",2020-11-05,6871,287,1,219,1503
"DE",2020-11-06,8051,423,3,282,2213
"DE",2020-11-07,5544,309,3,223,1827
"DE",2020-11-08,4637,304,0,345,2003
"DE",2020-11-09,4541,246,3,305,1996
"DE",2020-11-10,5202,310,1,204,1347
"DE",2020-11-11,9034,512,2,230,1264
"DE",2020-11-12,7813,451,1,204,1405
"DE",2020-11-13,8270,550,5,470,2519
"DE",2020-11-14,5076,327,3,379,1762
"DE",2020-11-15,8181,534,1,408,2043
"DE",2020-11-16,4649,321,1,397,2697
"DE",2020-11-17,7263,608,6,352,2215
"DE",2020-11-18,13859,788,4,203,994
"DE",2020-11-19,11489,622,3,398,1950
"DE",2020-11-20,10290,651,5,663,3598
"DE",2020-11-21,6071,467,8,505,3156
"DE",2020-11-22,6479,450,2,487,3006
"DE",2020-11-23,8743,528,3,403,2002
"DE",2020-11-24,4324,431,1,453,2913
"DE",2020-11-25,12585,784,7,331,2116
"DE",2020-11-26,8681,555,1,584,3174
"DE",2020-11-27,11785,964,4,591,3056
"DE",2020-11-28,4155,446,8,500,2685
"DE",2020-11-29,4685,567,1,581,2559
"DE",2020-11-30,8603,891,9,403,1555
"DE",2020-12-01,5520,653,8,689,2219
"DE",2020-12-02,10383,953,9,355,928
"DE",2020-12-03,9414,1188,15,758,2469
"DE",2020-12-04,10040,1093,0,942,2365
"DE",2020-12-05,7308,830,9,698,1845
"DE",2020-12-06,4977,596,0,816,2340
"DE",2020-12-07,10117,978,8,799,2963
"DE",2020-12-08,9056,878,4,753,2157
"DE",2020-12-09,10729,1050,9,929,2419
"DE",2020-12-10,8099,866,7,643,2008
"DE",2020-12-11,9956,1144,6,782,2160
"DE",2020-12-12,8747,845,10,1058,3263
"DE",2020-12-13,9838,978,4,584,2079
"DE",2020-12-14,11887,1180,9,997,3053
"DE",2020-12-15,9675,1135,3,685,2073
"DE",2020-12-16,8724,740,11,787,2535
"DE",2020-12-17,8379,1005,4,839,2343
"DE",2020-12-18,7959,898,11,341,1090
"DE",2020-12-19,5572,501,8,1027,2892
"DE",2020-12-20,3280,402,0,480,1554
"DE",2020-12-21,8786,967,9,440,1605
"DE",2020-12-22,8198,782,12,567,1604
"DE",2020-12-23,11452,1033,8,612,1361
"DE",2020-12-24,7648,705,4,780,2622
"DE",2020-12-25,9060,747,3,638,2121
"DE",2020-12-26,9841,801,7,820,2518
"DE",2020-12-27,4539,492,3,584,1673
"DE",2020-12-28,5744,860,7,431,1222
"DE",2020-12-29,7038,791,3,701,1454
"DE",2020-12-30,7363,865,5,407,1259
"DE",2020-12-31,5187,615,6,860,1747
"DE",2021-01-01,7397,703,7,608,1231
"DE",2021-01-02,9617,1012,5,809,2102
"DE",2021-01-03,4720,601,1,611,1324
"DE",2021-01-04,11050,1202,5,849,1801
"DE",2021-01-05,8879,1333,9,767,1563
"DE",2021-01-06,7231,679,7,629,1547
"DE",2021-01-07,9017,770,6,1220,1779
"DE",2021-01-08,11799,1211,4,554,1411
"DE",2021-01-09,10095,854,6,972,2262
"DE",2021-01-10,4975,569,1,798,2636
"DE",2021-01-11,9810,914,4,554,1869
"DE",2021-01-12,10340,978,6,619,1133
"DE",2021-01-13,8743,839,1,727,2893
"DE",2021-01-14,10852,935,1,892,2154
"DE",2021-01-15,9283,843,9,662,1932
"DE",2021-01-16,8148,900,6,645,1525
"DE",2021-01-17,5807,646,2,922,2670
"DE",2021-01-18,7031,654,2,616,1539
"DE",2021-01-19,8890,889,5,401,988
"DE",2021-01-20,10451,797,7,464,1737
"DE",2021-01-21,10212,722,2,748,1741
"DE",2021-01-22,9968,880,4,710,2006
"DE",2021-01-23,7787,720,2,682,2238
"DE",2021-01-24,6679,502,4,660,1432
"DE",2021-01-25,3995,259,8,616,2081
"DE",2021-01-26,8992,682,0,299,634
"DE",2021-01-27,10729,596,5,342,1725
"DE",2021-01-28,10719,689,3,663,1961
"DE",2021-01-29,7067,593,8,440,1542
"DE",2021-01-30,7516,642,3,616,2176
"DE",2021-01-31,4529,397,1,520,1680
"DE",2021-02-01,2432,179,4,424,1379
"DE",2021-02-02,3005,199,2,201,437
"DE",2021-02-03,8381,523,4,286,1574
"DE",2021-02-04,9612,435,6,243,729
"DE",2021-02-05,9128,691,3,321,1119
"DE",2021-02-06,7282,530,4,286,1742
"DE",2021-02-07,4181,227,4,762,1736
"DE",2021-02-08,3836,229,5,337,863
"DE",2021-02-09,7544,465,2,279,829
"DE",2021-02-10,9005,408,2,251,755
"DE",2021-02-11,10085,500,2,414,1357
"DE",2021-02-12,4752,277,1,388,1510
"DE",2021-02-13,5249,367,1,409,2034
"DE",2021-02-14,4875,252,0,331,1313
"DE",2021-02-15,3306,137,5,236,766
"DE",2021-02-16,6344,320,2,130,305
"DE",2021-02-17,8135,454,3,212,1233
"DE",2021-02-18,8194,393,1,271,1020
"DE",2021-02-19,3252,151,3,329,1165
"DE",2021-02-20,5436,375,2,350,1111
"DE",2021-02-21,3650,255,0,201,687
"DE",2021-02-22,3948,172,1,358,847
"DE",2021-02-23,6772,401,5,138,221
"DE",2021-02-24,9856,433,2,278,1231
"DE",2021-02-25,8604,345,0,295,1061
"DE",2021-02-26,6147,345,4,297,1217
"DE",2021-02-27,5704,307,5,419,1425
"DE",2021-02-28,3695,228,1,282,1037
"DE",2021-03-01,4012,178,1,281,907
"DE",2021-03-02,6227,342,0,113,340
"DE",2021-03-03,8810,297,2,232,1073
"DE",2021-03-04,6398,224,7,218,807
"DE",2021-03-05,7322,288,4,231,1020
"DE",2021-03-06,5256,264,2,265,1362
"DE",2021-03-07,3646,178,5,215,917
"DE",2021-03-08,3350,105,24,NA,NA
"DE",2021-03-09,6522,301,1,NA,NA
"DE",2021-03-10,7792,192,9,NA,NA
"DE",2021-03-11,8048,190,1,NA,NA
"DE",2021-03-12,6659,293,4,NA,NA
"DE",2021-03-13,4612,241,1,NA,NA
"DE",2021-03-14,3564,207,0,NA,NA
"DE",2021-03-15,3542,101,0,NA,NA
"DE",2021-03-16,6812,292,3,NA,NA
"DE",2021-03-17,7310,195,1,NA,NA
"DE",2021-03-18,7195,269,1,NA,NA
"DE",2021-03-19,6369,307,1,NA,NA
"DE",2021-03-20,3534,198,2,NA,NA
"DE",2021-03-21,3252,171,2,NA,NA
"DE",2021-03-22,4897,238,3,NA,NA
"DE",2021-03-23,5363,239,1,NA,NA
"DE",2021-03-24,8691,298,3,NA,NA
"DE",2021-03-25,8402,337,3,NA,NA
"DE",2021-03-26,5455,400,1,NA,NA
"DE",2021-03-27,3392,257,2,NA,NA
"DE",2021-03-28,3678,287,0,NA,NA
"DE",2021-03-29,3501,197,0,NA,NA
"DE",2021-03-30,5810,372,0,NA,NA
"DE",2021-03-31,9576,388,6,NA,NA
"DE",2021-04-01,9047,395,2,NA,NA
"DE",2021-04-02,5682,380,1,NA,NA
"DE",2021-04-03,2993,176,1,NA,NA
"DE",2021-04-04,3109,267,2,NA,NA
"DE",2021-04-05,2929,170,0,NA,NA
"DE",2021-04-06,6653,368,2,NA,NA
"DE",2021-04-07,6127,290,3,NA,NA
"DE",2021-04-08,9434,530,3,NA,NA
"DE",2021-04-09,5157,391,1,NA,NA
"DE",2021-04-10,4003,337,2,NA,NA
"DE",2021-04-11,3318,298,2,NA,NA
"DE",2021-04-12,3858,269,7,NA,NA
"DE",2021-04-13,6117,536,1,NA,NA
"DE",2021-04-14,7512,343,1,NA,NA
"DE",2021-04-15,7172,368,1,NA,NA
"DE",2021-04-16,7629,535,4,NA,NA
